Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Corey-Hawkins,1,2,62.9,112.33,106.19,112,2015,28,28,33.4,0.503,2.89,0.488,4.61,0.822,0.68,4.25,3.36,1.39,0.21,1.89,3,20.93,2,0,0.417,1.12,0.46,0.42,21,7,0.75,4.54,1.27,5.81,0.653,0.611,32.31,181.23,2.37,1.57,121.6,100.7,28.46,75,195,80,4,23.80835044,International,0,0,0,0
TJ-Price,1,2,66.34,104.96,102.68,331,2015,32,32,33.4,0.443,2.53,0.413,3.59,0.816,0.66,4.69,3.97,0.94,0.06,2.69,2.56,17.06,2,0,0.381,1.55,0.37,0.36,20,12,0.625,3.44,1.74,5.18,0.591,0.546,25.68,167.19,0.24,1.38,115.8,97.9,20.66,76,222,81,4,21.95756331,International,0,0,0,0
Cliff-Hammonds,1,1,66.38,112.35,93.89,30,2007,36,36,33.4,0.465,2.08,0.377,1.06,0.644,0.53,2.72,4.14,1.61,0.17,2,1.64,11.58,1,0,0.296,2.53,0.98,0.18,25,11,0.694,3.21,1.99,5.19,0.587,0.58,16.81,148.58,3.31,1.28,121.8,99.1,17.46,75,200,82,4,22.45311431,International,0,0,0,0
Blake-Griffin,3,1,66.65,118.28,93.69,4,2009,35,35,33.3,0.655,0.09,0.333,5.46,0.588,3.89,10.54,2.29,1.11,1.17,2.57,3.29,22.69,30,0,0.397,0.7,0.34,0.71,30,5,0.857,5.9,3.24,9.14,0.648,0.658,30.79,157.6,5.14,1.73,122.6,87.1,35.21,82,251,83.25,2,20.21081451,NBA,14.95,7.66,22.61,45.99
Rodney-Stuckey,1,2,71.95,112.41,114.98,78,2007,29,29,33.3,0.453,1.48,0.267,7.41,0.846,1.21,3.45,5.52,2.45,0.31,2.34,3.38,24.55,3,0,0.457,1.63,0.72,0.51,15,14,0.517,5.03,1.09,6.12,0.573,0.496,34.41,156.66,0.85,1.42,120,104.3,30.33,77,205,79.25,3,21.11156742,NBA,8.25,1.34,9.59,36.08
Jeff-Green,2,1,59.38,122,93.53,66,2007,37,37,33.3,0.513,0.97,0.375,2.7,0.775,1.68,4.7,3.19,0.81,1.16,2.49,2.59,14.27,2,0,0.34,1.23,0.31,0.34,30,7,0.811,4.11,2.57,6.67,0.596,0.56,24.72,166.33,1.57,1.38,117.6,94.7,22.6,81,235,85.25,3,20.75838467,NBA,4.76,6.2,10.95,26.73
Patty-Mills,1,2,66.49,110.57,97.21,336,2009,26,23,33.3,0.402,2.58,0.34,3.27,0.859,0.46,1.92,3.88,2.12,0.23,1.65,2.88,18.38,1,0,0.384,1.35,0.73,0.24,22,4,0.846,2.84,1.84,4.68,0.529,0.485,29.36,160.12,0.9,1.18,112.4,93.7,21.84,72,180,74.75,2,20.80492813,NBA,4.15,2.84,6.99,32.51
Luther-Head,1,1,64.08,122.31,89.63,3,2005,39,39,33.3,0.463,2.97,0.41,2,0.788,0.62,3.36,3.85,1.72,0.23,1.38,1.77,15.95,0,0,0.333,2.17,0.97,0.21,37,2,0.949,4.45,3.08,7.53,0.611,0.589,23.39,166.1,2.43,1.35,124.5,94.3,22.5,75,185,77.25,4,22.51334702,NBA,3.76,5.08,8.85,27.18
Marcus-D-Williams,1,1,68.69,117.76,92.33,64,2006,23,20,33.3,0.407,1.04,0.4,4.09,0.862,0.78,3.09,8.61,0.91,0.22,1.65,3.7,12.35,7,1,0.44,2.33,0.25,0.53,19,4,0.826,2.17,0.87,3.04,0.555,0.466,21.16,166.92,5.86,1.39,114,103.9,18.29,75,205,79,3,20.49281314,NBA,1.27,1,0.27,15.54
Orlando-Johnson,2,2,64.07,103.66,100.5,115,2011,32,32,33.3,0.475,2.06,0.405,5.12,0.804,1.53,4.66,2.94,1.22,0.5,2.09,2.72,21.06,4,0,0.426,1.08,0.45,0.44,18,14,0.562,4.63,1.9,6.53,0.598,0.546,33.34,168.42,2.42,1.44,117,97.6,27.84,77,220,84,4,23.22518823,NBA,0.86,1.53,1.78,17.19
Ramon-Galloway,1,2,64.6,111.84,97.95,20,2013,34,32,33.3,0.419,2.76,0.412,3.09,0.827,0.74,3.88,3.74,1.91,0.5,2.38,3.15,17.21,3,0,0.367,1.19,0.61,0.28,24,10,0.706,2.94,1.82,4.76,0.561,0.521,29.14,165.77,1.97,1.27,106.5,96.7,21.74,75,180,79.5,4,22.30527036,International,0,0,0,0
Derrick-Low,1,1,58.33,115.15,90.82,244,2008,35,34,33.3,0.432,2.63,0.395,1.97,0.784,0.23,1.54,1.57,1.43,0.09,1.71,1.23,14.09,0,0,0.271,1.28,1.16,0.23,26,9,0.743,2.82,1.79,4.61,0.579,0.552,23.95,161.12,0.6,1.28,113,99.8,17.86,74,186,73.75,4,22.19849418,International,0,0,0,0
Bo-McCalebb,1,2,68.17,104.65,106.72,327,2008,32,32,33.3,0.506,1.47,0.405,5.41,0.772,1.56,2.91,3.09,2.38,0.09,2.66,2.31,23.19,0,0,0.43,1.34,1.03,0.43,19,13,0.594,5.5,1.75,7.25,0.596,0.551,32.92,168.33,0.76,1.44,121.7,98.7,31.45,70,180,74.25,5,23.07734428,International,0,0,0,0
Keith-Haynes,1,2,70.86,95.91,103.64,287,2010,30,30,33.3,0.483,2.1,0.409,6.17,0.746,0.77,3.5,3.73,1.53,0.33,2.1,3.57,22.6,0,0,0.439,1.05,0.43,0.56,16,14,0.533,4.32,2.01,6.33,0.602,0.554,32.07,163.82,3.22,1.52,116,95.1,27.24,75,185,77.75,4,23.44969199,International,0,0,0,0
Sebastian-Saiz,3,1,71.62,111.07,100.91,260,2017,36,36,33.3,0.469,0.58,0.288,4.44,0.744,3.39,7.97,1,1,1.06,3.22,2.22,15.08,23,0,0.237,0.45,0.45,0.56,22,14,0.611,2.78,2.07,4.86,0.556,0.496,22.02,150.08,4.43,1.41,113.3,98.4,20.02,81,240,88.5,4,22.88021903,International,0,0,0,0
Randy-Culpepper,1,2,67.91,107.71,91.18,308,2010,33,33,33.3,0.471,2.48,0.368,3.27,0.735,0.73,2.06,1.91,1.79,0.27,1.88,1.76,17.88,0,0,0.295,1.09,1.02,0.35,26,7,0.788,3.48,2.26,5.74,0.596,0.567,25.21,157.3,1.4,1.39,116.9,94.7,21.14,72,163,74.5,4,22.04243669,International,0,0,0,0
Draymond-Green,2,1,64.25,114.73,86.86,100,2012,37,35,33.2,0.449,1.41,0.388,3.38,0.723,2.14,8.46,3.81,1.46,0.97,2.86,3,16.24,21,1,0.368,1.27,0.49,0.37,29,8,0.784,4.04,3.41,7.45,0.542,0.504,28.2,155.98,1.45,1.27,109.9,83.4,25.2,79,230,85.25,4,22.24503765,NBA,9.31,10.12,19.43,35.52
Paul-George,2,2,65.41,100.12,99.54,341,2010,29,29,33.2,0.424,2.03,0.353,4.14,0.909,1.9,5.34,3.03,2.21,0.83,2.9,3.24,16.79,4,0,0.369,0.94,0.68,0.36,13,16,0.448,2.44,2.06,4.5,0.572,0.506,27.9,168.66,3.76,1.34,108,93.7,23.52,81,220,83.25,2,20.08213552,NBA,7.13,12.42,19.55,36.74
JJ-Barea,1,2,71.4,105.78,101.63,123,2005,30,29,33.2,0.419,2.27,0.321,4.37,0.784,0.73,3.63,7.27,1.77,0,2.47,4.47,22.17,4,0,0.571,1.63,0.4,0.3,21,9,0.7,2.3,2.03,4.33,0.523,0.48,37.64,152.43,1.04,1.2,105,97.8,23.84,72,185,70.75,4,21.9301848,NBA,3.07,2.24,5.31,28.17
Austin-Rivers,1,1,66.38,117.65,97.95,31,2012,34,33,33.2,0.433,1.71,0.365,3.56,0.658,0.62,2.76,2.09,0.97,0.03,2.24,2.32,15.5,0,0,0.28,0.9,0.42,0.46,27,7,0.794,2.88,0.92,3.79,0.538,0.505,25.19,145.52,2.8,1.31,108,102.9,16.32,76,200,79.25,1,19.8329911,NBA,1.87,0.88,2.67,16.11
Ronald-Dupree,2,1,67.55,110.97,92.82,259,2003,32,32,33.2,0.529,0.41,0.351,2.91,0.679,2.41,5.38,2.41,0.69,0.25,2.47,2,15.75,9,0,0.324,1.2,0.34,0.36,21,11,0.656,3.38,2.1,5.48,0.571,0.547,24.19,155.94,1.2,1.34,116.3,94.6,21.06,79,209,80.25,4,22.34360027,NBA,0.78,1.52,1.47,21.46
Donald-Sloan,1,1,64.35,112.56,91.23,61,2010,34,34,33.2,0.446,1.41,0.369,4.62,0.77,0.68,2.91,2.32,0.65,0.06,1.65,2.35,17.85,0,0,0.344,0.99,0.28,0.45,24,10,0.706,3.37,1.71,5.08,0.554,0.499,28.39,158.45,2.48,1.35,111.8,100,19.73,75,205,77,4,22.37645448,NBA,0.72,0.21,0.89,18.18
Taurean-Green,1,1,65.81,122.77,91.96,256,2007,40,40,33.2,0.445,2.05,0.404,3.52,0.849,0.23,2.17,3.67,1.05,0.03,1.5,2.67,13.28,0,0,0.268,1.37,0.39,0.48,35,5,0.875,3.86,2.35,6.21,0.622,0.563,20.53,169.87,0.68,1.53,119.1,97.9,16.64,72,177,74.25,3,20.5065024,NBA,0.3,0.07,0.23,14.42
Sean-Singletary,1,1,67.93,114.09,98.66,37,2007,32,32,33.2,0.4,2.47,0.389,5.94,0.872,1.12,3.47,4.72,1.19,0.03,2.53,3.12,19.03,0,0,0.395,1.51,0.38,0.51,21,11,0.656,4.44,1.57,6.02,0.576,0.493,28.49,166.07,0.06,1.43,119.9,100.8,23.14,72,185,76.5,4,22.73511294,NBA,0.25,0.39,0.14,15.81
Antonio-Anderson,1,2,65.92,112.84,84.17,301,2009,37,37,33.2,0.45,0.49,0.254,2.68,0.733,1.05,3.76,4.49,1.43,0.46,1.73,2.3,10.24,2,1,0.303,1.95,0.62,0.46,33,4,0.892,2.33,3.23,5.56,0.534,0.481,17.22,143.7,2.01,1.3,110.3,88.6,16.22,78,215,79.25,4,23.9890486,NBA,0.03,0.02,0.05,1.51
Davion-Berry,2,2,62.94,106.42,107.04,86,2014,31,31,33.2,0.464,1.97,0.389,6.74,0.823,0.42,3.81,3.94,0.97,0.19,2.26,2.77,19.23,1,0,0.389,1.42,0.35,0.72,19,12,0.613,4.38,1.49,5.87,0.632,0.551,29.85,167.58,0.47,1.7,122.5,102.2,24.3,76,185,78.75,2,22.58179329,International,0,0,0,0
Durand-Scott,1,1,63.59,111.03,97.85,35,2012,30,30,33.2,0.453,0.63,0.311,3.23,0.795,1.7,3.7,3.13,1.03,0.17,2.23,1.8,12.93,1,0,0.31,1.74,0.57,0.41,19,11,0.633,3.15,1.16,4.31,0.542,0.485,21.68,155.99,0.91,1.29,115.4,99.4,19.35,77,203,80.5,4,23.27173169,International,0,0,0,0
Malik-Story,1,2,65.53,105.14,105.42,345,2013,31,31,33.2,0.407,2.68,0.358,2.87,0.742,0.19,3.19,2.23,1.16,0.1,2.71,2.35,16.71,0,0,0.344,0.95,0.49,0.28,12,19,0.387,2.14,0.55,2.69,0.537,0.505,28.2,150.65,2.62,1.22,104.1,107.6,17.53,77,217,79,4,23.32648871,International,0,0,0,0
Nick-Young,1,1,67.13,111.03,94.17,242,2007,37,36,33.1,0.524,1.19,0.44,3.38,0.786,1.19,3.43,1.35,0.73,0.27,2.49,2.43,17.43,0,0,0.304,0.56,0.3,0.35,25,12,0.676,3.39,1.91,5.3,0.609,0.573,26.4,175.04,4.47,1.42,113.3,100,19.68,79,210,84,3,21.99863107,NBA,3.57,0.46,4.03,27.41
James-Ennis,2,2,65.7,105.74,105.11,110,2013,33,32,33.1,0.491,1.67,0.357,3.82,0.834,1.97,4.73,2.12,1.76,1.3,2.27,3,16.52,7,0,0.311,0.71,0.59,0.41,19,14,0.576,3.45,1.45,4.9,0.616,0.565,24.85,168.21,4.66,1.47,114.2,99.5,23.85,79,210,83.5,2,22.91854894,NBA,1.87,0.9,2.77,29.41
Shelden-Williams,3,1,69.83,119.39,91.85,31,2006,36,36,33.1,0.577,0.06,0.333,5.58,0.744,3.17,9.61,1.08,1.64,3.75,3.17,2.44,18.81,24,1,0.282,0.44,0.67,0.66,32,4,0.889,4.56,3.86,8.41,0.628,0.579,26.05,165.44,4.9,1.65,119.6,82.8,30.98,81,250,88.25,4,22.61190965,NBA,0.64,2.73,3.38,24.13
Vander-Blue,1,1,63.27,113.23,94.91,68,2013,34,34,33.1,0.454,1.18,0.303,2.82,0.756,0.59,2.65,1.82,1.03,0,1.76,2.32,14.76,0,0,0.302,0.78,0.44,0.32,25,9,0.735,2.45,1.23,3.68,0.542,0.504,25.72,151.3,3.52,1.25,106.7,101.9,16.49,77,200,78,3,20.8733744,NBA,0.31,0.02,0.33,5.75
Jamaal-Franklin,1,2,65.5,107.71,90.28,5,2013,33,33,33.1,0.413,1.27,0.28,5.45,0.786,1.7,7.76,3.3,1.61,0.79,2.58,3.39,16.97,13,0,0.343,0.97,0.47,0.56,22,11,0.667,2.85,2.97,5.82,0.541,0.465,29.58,147.92,3.59,1.37,106,85.4,24.15,77,191,83.25,3,21.86447639,NBA,0.2,0.17,0.05,9.2
Aaron-Miles,1,1,66.46,115.63,92.55,54,2005,30,30,33.1,0.457,1.33,0.5,2.23,0.788,0.6,2.93,7.17,1.67,0.33,1.9,3.07,9.3,1,0,0.376,2.34,0.54,0.45,23,7,0.767,2,2.18,4.18,0.611,0.564,16.27,174.57,5.03,1.48,114.7,96.2,16.46,73,175,75.5,4,22.13552361,NBA,0.16,0.16,0.01,6.78
Malcolm-Lee,1,1,65.5,108.66,95.09,241,2011,33,33,33.1,0.437,1.18,0.295,3.39,0.778,0.7,2.36,2.03,0.64,0.21,2.42,1.67,13.12,0,0,0.258,1.22,0.38,0.45,22,11,0.667,2.51,1.22,3.73,0.553,0.497,20.8,150.98,0.94,1.34,113.8,104.3,14.37,77,200,81.75,3,21.02669405,NBA,0.1,0.38,0.49,29.89
Derrick-Zimmerman,1,1,64.85,107.38,85.85,261,2003,31,31,33.1,0.476,0.48,0.288,2.03,0.656,0.81,3.32,5.55,1.87,0.84,2.06,3.39,8.9,0,0,0.336,1.64,0.55,0.46,21,10,0.677,1.21,2.61,3.82,0.544,0.512,17.83,142.07,0.98,1.33,100.9,89,15.53,75,195,81,4,21.49486653,NBA,0.03,0,0.03,5.76
Reggie-Holmes,1,2,68.57,105.55,103.97,193,2010,37,37,33.1,0.388,2.68,0.356,6.54,0.823,1.51,2.76,0.84,1.54,0.16,2.38,2,21.43,0,0,0.268,0.42,0.77,0.5,27,10,0.73,4.93,1.79,6.72,0.549,0.473,30.46,156.69,4.18,1.36,119,100.6,22.72,76,180,76.5,4,22.81451061,International,0,0,0,0
Justin-Hawkins,2,2,69.67,108.12,101.27,346,2008,33,33,33.1,0.473,1.27,0.4,4.76,0.781,2.55,4.67,2.36,0.97,0.48,2.7,2.79,18.09,8,0,0.286,0.85,0.35,0.48,20,13,0.606,3.86,1.79,5.65,0.578,0.523,25.27,165.38,3.42,1.42,118.6,98.8,21.9,79,210,81,4,23.03901437,International,0,0,0,0
Dustin-Salisbery,2,2,68.79,110.3,107.24,27,2007,30,30,33.1,0.425,1.87,0.354,3.23,0.678,1.2,3.83,2.43,1.6,0.37,3.47,2.93,16.37,2,0,0.308,0.83,0.55,0.36,12,18,0.4,1.46,1,2.46,0.527,0.495,28.15,145.74,3.82,1.23,101,105.6,17.4,77,205,80,4,22.6146475,International,0,0,0,0
Bryant-Dunston,3,2,61.83,103.16,102.46,18,2008,29,27,33.1,0.525,0.17,0.172,3.97,0.653,3.1,6.69,1.97,1,2.72,2.31,1.9,15.52,15,0,0.33,1.04,0.53,0.56,12,17,0.414,2.95,1.59,4.54,0.566,0.533,25.15,135.13,1.81,1.43,115.2,98.6,26.39,80,233,87,4,22.01232033,International,0,0,0,0
Kendall-Marshall,1,1,70.86,116.09,90.65,2,2012,36,35,33,0.467,0.78,0.354,1.53,0.696,0.17,2.44,9.75,1.19,0.17,1.56,2.81,8.14,6,0,0.422,3.48,0.43,0.35,31,5,0.861,2.9,1.74,4.64,0.558,0.529,13.84,151.73,10.44,1.3,115,96.5,16.59,76,195,77.5,2,20.78576318,NBA,0.97,0.43,1.39,18.94
Corey-Stokes,1,1,65.03,114.85,97.02,76,2011,29,28,33,0.433,3.07,0.432,2.9,0.894,0.38,2.93,1.34,0.93,0.24,2.31,1.41,14.93,0,0,0.237,0.95,0.66,0.31,19,10,0.655,3.04,1.23,4.28,0.628,0.582,20.58,175.9,1.57,1.44,124.8,102.6,17.86,77,185,81,4,23.10198494,International,0,0,0,0
Colt-Ryan,1,2,64.63,106.42,98.35,200,2013,34,32,33,0.424,1.85,0.394,5.41,0.893,0.74,2.82,4.03,1.47,0.06,2.21,2.18,20.15,1,0,0.417,1.85,0.68,0.4,19,15,0.559,4.49,1.47,5.97,0.557,0.485,32.05,171.06,1.55,1.32,114.8,99.7,24.82,77,200,76.5,4,22.97330595,International,0,0,0,0
Khalif-Wyatt,1,2,65.9,113.34,98.85,27,2012,31,27,33,0.479,1.71,0.379,4.97,0.856,0.71,2.48,3.32,2.23,0.42,2.58,2.45,17.13,0,0,0.319,1.36,0.91,0.53,23,8,0.742,4.33,1.15,5.49,0.627,0.558,25.14,171.34,0.72,1.57,121.4,99.8,24.31,76,205,80.5,4,21.97672827,International,0,0,0,0
KT-Harrell,1,1,67.19,105.76,103.31,255,2015,35,35,33,0.453,2.8,0.434,4.63,0.814,0.91,2.06,1.49,0.94,0.06,2.29,2.46,18.51,0,0,0.324,0.6,0.38,0.46,15,20,0.429,3.76,0.68,4.44,0.62,0.568,26.94,170.1,4.28,1.51,115.7,108.6,20.08,76,212,81.5,4,22.90485969,International,0,0,0,0
Dan-Grunfeld,2,1,67.11,106.57,95.94,240,2005,22,22,33,0.5,1.27,0.431,3.95,0.757,1.5,3.95,1.82,0.59,0.09,1.32,1.68,17.91,2,0,0.318,1.08,0.35,0.41,13,9,0.591,2.61,0.47,3.08,0.589,0.55,24.89,168.73,1.55,1.41,121.8,112.2,24.67,78,215,78.25,4,22.31348392,International,0,0,0,0
Cam-Long,1,2,64.53,114.06,95.76,118,2011,34,34,33,0.479,1.76,0.432,2.68,0.752,1.18,3.5,2.85,1.38,0.24,1.65,1.97,15.09,0,0,0.317,1.45,0.7,0.32,27,7,0.794,3.6,2.13,5.72,0.589,0.558,23.93,166.26,0.22,1.36,117.7,96.4,21.45,76,187,80.5,5,22.41752225,International,0,0,0,0
Aaron-Nixon,1,2,71.04,112.23,106.79,110,2007,32,32,33,0.413,2.53,0.393,3.88,0.747,1.12,3.75,3.12,1.34,0.31,2.62,2.72,18.78,1,0,0.329,1.15,0.49,0.35,24,8,0.75,3.05,1.33,4.38,0.539,0.498,28.25,155.36,1.81,1.25,111.3,103,20.63,74,215,81.25,2,24.37782341,International,0,0,0,0
Sean-Marshall,2,1,64.26,117.27,101.09,29,2007,33,33,33,0.449,1.52,0.357,2.3,0.679,1.67,2.82,1.94,1.12,0.27,1.91,2.12,14.79,3,0,0.291,0.91,0.53,0.28,21,12,0.636,2.5,0.92,3.42,0.535,0.511,24.86,148.48,2.55,1.21,110,107.2,17.58,78,210,82.25,4,22.13826146,International,0,0,0,0
Rodney-McGruder,1,1,66.54,109.84,92.32,55,2012,33,33,32.9,0.462,1.52,0.385,2.94,0.802,2.27,2.97,1.39,1.15,0.27,1.91,1.52,15.79,3,0,0.287,0.92,0.76,0.3,22,11,0.667,3.98,1.66,5.64,0.563,0.523,23.35,164.8,1.8,1.29,120.6,95.8,20.87,76,205,77.5,4,21.84257358,NBA,1.66,1.85,3.52,20.75
Dominic-McGuire,2,2,68.67,102.52,96.34,341,2007,32,32,32.9,0.471,0.62,0.299,3.31,0.586,2.19,7.62,3.25,0.88,3.56,2.84,3.72,13.5,16,2,0.336,0.87,0.24,0.56,22,10,0.688,0.86,3.23,4.08,0.526,0.502,24.99,135.49,4.47,1.33,96.4,84.9,20.01,81,235,82.5,3,21.61259411,NBA,0.98,1.4,1.93,14.57
Manny-Harris,1,1,62.49,112.22,97.48,1,2009,35,35,32.9,0.414,1.49,0.327,5.03,0.863,1.74,5,4.37,1.23,0.51,2.06,3.14,16.8,6,0,0.41,1.39,0.39,0.47,21,14,0.6,3.8,2.14,5.94,0.553,0.474,30.97,160.36,0.75,1.35,110.4,96.3,24.52,77,185,79.25,3,20.69267625,NBA,0.6,0.23,0.36,12.88
Robert-Hite,1,1,61.04,111.23,98.52,35,2006,34,34,32.9,0.451,2.5,0.411,2.09,0.816,1.32,5.24,1.38,1.41,0.29,2.29,1.59,16.41,7,0,0.301,0.87,0.89,0.2,18,16,0.529,3.43,1.92,5.35,0.573,0.546,25.77,167.74,2.15,1.25,115.4,98.1,23.36,74,184,79,4,22.38466804,NBA,0.28,0.03,0.31,7.31
Darius-Johnson-Odom,1,1,70.03,111.48,91.26,68,2012,34,33,32.9,0.447,2.26,0.385,3.71,0.764,0.65,2.85,2.76,0.94,0.12,2,2.35,18.32,0,0,0.341,1.18,0.4,0.35,26,8,0.765,3.6,1.49,5.09,0.568,0.529,27.3,159.54,1.49,1.33,111.9,97.8,19.56,74,215,79,3,22.67488022,NBA,0.28,0.05,0.22,30.11
Alex-Stepheson,3,1,61.66,107.9,94.6,242,2011,34,34,32.9,0.552,0,0,1.74,0.513,3.24,5.97,0.18,0.38,1.15,2.26,1.53,9.79,12,0,0.176,0.12,0.25,0.46,19,15,0.559,1.74,2.18,3.92,0.55,0.552,17.18,106.55,4.46,1.34,108.1,96,16.36,82,249,84,4,23.816564,NBA,0.04,0.08,0.12,23.04
Brandin-Knight,1,1,64.74,114.85,86.23,70,2003,33,33,32.9,0.367,1.73,0.308,2.09,0.575,0.64,2.91,6.33,2.12,0.39,2.3,3.06,11.21,1,0,0.371,2.07,0.69,0.36,28,5,0.848,1.69,3.06,4.75,0.476,0.453,22.93,125.06,3.52,1.11,102.2,86.3,15.63,72,180,78,4,21.45653662,NBA,0.02,0,0.02,1.3
Scott-Wood,2,1,67.01,112.14,97.92,36,2012,36,32,32.9,0.426,2.64,0.415,2.44,0.907,0.31,1.97,1.61,0.72,0.64,2.28,1.08,12.42,0,0,0.201,1.49,0.67,0.31,24,12,0.667,3.73,0.8,4.53,0.628,0.579,16.73,174.79,0.03,1.44,128.3,104.3,15.87,78,175,76.5,4,22.94592745,International,0,0,0,0
Roberto-Nelson,1,1,65.53,112.51,106.7,239,2014,32,32,32.9,0.447,1.78,0.399,6.44,0.824,1.09,2.28,3.59,0.97,0.03,2.19,3.06,20.72,0,0,0.382,1.17,0.32,0.56,16,16,0.5,3.83,0.48,4.3,0.586,0.511,32.28,167,1.99,1.48,116.1,112.6,22.35,77,198,75.5,5,23.23887748,International,0,0,0,0
Kammron-Taylor,1,1,63.84,115.57,90.13,106,2007,36,36,32.9,0.419,1.89,0.382,3.44,0.79,0.44,1.81,1.92,0.47,0.06,0.64,1.69,13.28,0,0,0.245,1.13,0.28,0.46,30,6,0.833,3.01,2.15,5.16,0.575,0.519,21.69,159.12,1.34,1.4,115.6,97.4,15.68,74,175,74.75,4,22.75701574,International,0,0,0,0
Folarin-Campbell,1,2,61.58,110.66,100.98,118,2008,34,34,32.9,0.419,1.76,0.364,4.35,0.733,0.79,3.74,3.29,1.15,0.47,2.53,3,15.59,0,0,0.33,1.1,0.38,0.53,23,11,0.676,2.65,1.98,4.63,0.552,0.497,28.78,151.56,2.64,1.38,106.7,97.5,19.78,76,205,80,4,22.2587269,International,0,0,0,0
Chris-Lowe,1,2,74.64,110.45,97.35,21,2008,34,33,32.9,0.433,0.62,0.344,2.79,0.679,0.91,2.38,6.29,1.68,0.15,2.06,2.91,11.76,3,1,0.376,2.16,0.58,0.43,23,11,0.676,1.92,1.38,3.3,0.507,0.465,20.09,145.58,3.49,1.22,105.8,102.9,15.38,72,160,74.25,4,21.87542779,International,0,0,0,0
Derrick-Wilson,1,1,63.74,105.34,98.46,68,2015,32,28,32.9,0.412,0.28,0.231,1.06,0.472,0.91,3.03,4.69,1.19,0.31,2.03,1.59,5.59,0,0,0.294,2.94,0.75,0.44,13,19,0.406,0.88,1.02,1.9,0.449,0.439,12.82,111.51,4.71,1.08,101.2,104.7,11.16,73,210,79,4,23.33744011,International,0,0,0,0
Anthony-Randolph,3,1,65.6,104.85,99.66,259,2008,31,31,32.8,0.464,0.06,0.105,3.71,0.693,2.77,5.71,1.23,1.13,2.26,2.74,2.97,15.58,9,0,0.286,0.41,0.38,0.42,13,18,0.419,1.37,1.95,3.32,0.511,0.467,27.98,126.25,6.46,1.23,99.7,96,20.82,83,225,87,1,18.88021903,NBA,1.17,1.98,3.15,35.61
Cartier-Martin,2,1,63.14,105.93,96.34,55,2006,28,28,32.8,0.472,1.79,0.427,4.71,0.841,2.29,6.39,1.86,0.96,0.21,2.43,2.07,18,11,0,0.312,0.9,0.47,0.46,15,13,0.536,3.17,2.1,5.27,0.606,0.545,26.09,174.03,2.57,1.48,117.3,92.4,24.56,79,220,82.25,4,22.52703628,NBA,0.6,0.59,1.2,20.79
Jordan-Crawford,1,2,68.94,115.46,94.59,28,2010,35,34,32.8,0.462,2.26,0.391,3.4,0.773,0.97,3.77,2.89,1.34,0.2,1.63,2.43,20.51,1,0,0.376,1.19,0.55,0.27,26,9,0.743,4.1,2.06,6.16,0.564,0.532,30.86,162.56,1.48,1.28,114.6,97.2,23.99,77,195,79,2,21.60438056,NBA,0.46,2.02,2.47,28.35
Ashton-Gibbs,1,1,61.81,120.62,93.54,70,2011,31,30,32.8,0.468,3.29,0.49,2.58,0.889,0.35,2,2.77,0.42,0,1.32,1.65,16.84,0,0,0.313,1.69,0.25,0.25,25,6,0.806,4.36,1.33,5.68,0.643,0.609,23.25,184.76,0.65,1.44,131.4,102.4,20.52,74,190,78.5,4,22.36550308,International,0,0,0,0
Lee-Cummard,1,2,69.02,114.03,93.93,208,2009,33,33,32.8,0.518,1.09,0.391,3.7,0.871,1.42,4.79,3.36,0.91,0.88,2.48,1.64,16.85,3,0,0.341,2.06,0.56,0.36,25,8,0.758,4.74,2.33,7.07,0.617,0.565,24.05,178.1,1.82,1.45,126.8,93.3,25.25,79,190,79,4,24.16974675,International,0,0,0,0
Alex-Young,2,2,65.32,107.91,110.95,311,2012,32,31,32.8,0.424,1.84,0.339,4.88,0.817,1.84,4.09,2.16,1.56,1,2.5,2.44,20.41,1,0,0.352,0.88,0.64,0.37,14,18,0.438,4.35,0.64,4.99,0.538,0.482,33.37,158.03,3.13,1.27,112.8,105,26.79,77,212,83,4,22.62286105,International,0,0,0,0
DJ-Seeley,1,2,68.35,107.18,110.27,108,2013,28,28,32.8,0.472,2.25,0.412,3.75,0.808,0.93,3.39,3.86,2,0.29,2.79,2.68,17.86,0,0,0.355,1.44,0.75,0.37,14,14,0.5,3.31,0.94,4.25,0.604,0.561,26.48,169.1,0.3,1.42,116.2,102.6,23.05,76,195,78,4,23.50718686,International,0,0,0,0
